code,url,first_name,last_name,slug,birth_date,birthplace,turned_pro,weight,height,residence,handedness,backhand,citizenship,code_dc,url_dc
a310,https://www.atptour.com/en/players/emin-agaev/a310/overview,Emin,Agaev,emin-agaev,19790514,,1999,77,0,"Monte Carlo, Monaco",Right-Handed,Unknown Backhand,AZE,800192608,https://media.itfdataservices.com/player/dc/en/800192608
a311,https://www.atptour.com/en/players/hugo-armando/a311/overview,Hugo,Armando,hugo-armando,19780527,"Miami, Florida, USA",1997,82,183,"Bradenton, Florida, USA",Right-Handed,One-Handed Backhand,USA,,
a315,https://www.atptour.com/en/players/mitty-arnold/a315/overview,Mitty,Arnold,mitty-arnold,19740715,,,0,0,,Right-Handed,Unknown Backhand,USA,,
a316,https://www.atptour.com/en/players/diego-ayala/a316/overview,Diego,Ayala,diego-ayala,19790429,"Cordoba, Argentina",1998,77,175,"Coral Springs, Florida, USA",Right-Handed,Unknown Backhand,USA,,
a318,https://www.atptour.com/en/players/patricio-arquez/a318/overview,Patricio,Arquez,patricio-arquez,19800412,,0,0,0,,Right-Handed,Unknown Backhand,ARG,,
a319,https://www.atptour.com/en/players/filip-aniola/a319/overview,Filip,Aniola,filip-aniola,19800225,,,0,0,,Right-Handed,Unknown Backhand,POL,,
a323,https://www.atptour.com/en/players/geoff-abrams/a323/overview,Geoff,Abrams,geoff-abrams,19780510,,,0,0,,Right-Handed,Unknown Backhand,USA,,
a324,https://www.atptour.com/en/players/simon-aspelin/a324/overview,Simon,Aspelin,simon-aspelin,19740511,"Saltsjobaden, Sweden",1998,79,185,"London, England",Right-Handed,Unknown Backhand,SWE,800183696,https://media.itfdataservices.com/player/dc/en/800183696
a338,https://www.atptour.com/en/players/adelo-abadia/a338/overview,Adelo,Abadia,adelo-abadia,19770515,,,0,0,,Right-Handed,Unknown Backhand,PHI,800184825,https://media.itfdataservices.com/player/dc/en/800184825
a339,https://www.atptour.com/en/players/johnny-arcilla/a339/overview,Johnny,Arcilla,johnny-arcilla,19800215,,,0,0,,Right-Handed,Unknown Backhand,PHI,800191803,https://media.itfdataservices.com/player/dc/en/800191803
a340,https://www.atptour.com/en/players/francesco-aldi/a340/overview,Francesco,Aldi,francesco-aldi,19810917,"Palermo, Italy",1999,75,175,"Palermo, Italy",Right-Handed,Unknown Backhand,ITA,,
a345,https://www.atptour.com/en/players/adriano-albanesi/a345/overview,Adriano,Albanesi,adriano-albanesi,19810621,,,0,0,,Right-Handed,Unknown Backhand,ITA,,
a349,https://www.atptour.com/en/players/dave-abelson/a349/overview,Dave,Abelson,dave-abelson,19750213,,,0,0,,Left-Handed,Unknown Backhand,CAN,,
a350,https://www.atptour.com/en/players/ivan-andreev/a350/overview,Ivan,Andreev,ivan-andreev,19820110,,,0,0,,Right-Handed,,MKD,,
a351,https://www.atptour.com/en/players/lefteris-alexiou/a351/overview,Lefteris,Alexiou,lefteris-alexiou,19820603,,,0,0,,Right-Handed,Unknown Backhand,GRE,800206755,https://media.itfdataservices.com/player/dc/en/800206755
a356,https://www.atptour.com/en/players/thierry-ascione/a356/overview,Thierry,Ascione,thierry-ascione,19810117,"Villeurbanne, France",2000,89,188,rueil malmaison,Right-Handed,One-Handed Backhand,FRA,800206276,https://media.itfdataservices.com/player/dc/en/800206276
a360,https://www.atptour.com/en/players/patrice-atias/a360/overview,Patrice,Atias,patrice-atias,19780502,,,0,0,,Right-Handed,,FRA,,
a361,https://www.atptour.com/en/players/marcello-amador/a361/overview,Marcello,Amador,marcello-amador,19800927,,,0,0,,,,MEX,800208245,https://media.itfdataservices.com/player/dc/en/800208245
a365,https://www.atptour.com/en/players/carlos-avellan/a365/overview,Carlos,Avellan,carlos-avellan,19820531,,,0,0,,Right-Handed,,ECU,800208418,https://media.itfdataservices.com/player/dc/en/800208418
a366,https://www.atptour.com/en/players/diego-alvarez/a366/overview,Diego,Alvarez,diego-alvarez,19800306,,0,0,0,,Right-Handed,,ARG,,
a367,https://www.atptour.com/en/players/diego-acuna/a367/overview,Diego,Acuna,diego-acuna,19810320,,,0,0,,,,PER,800198928,https://media.itfdataservices.com/player/dc/en/800198928
a373,https://www.atptour.com/en/players/james-auckland/a373/overview,James,Auckland,james-auckland,19800401,Norwich,1999,79,0,London,Right-Handed,Unknown Backhand,GBR,,
a380,https://www.atptour.com/en/players/clayton-almeida/a380/overview,Clayton,Almeida,clayton-almeida,19801226,,0,0,0,,Right-Handed,,BRA,,
a381,https://www.atptour.com/en/players/evan-austin/a381/overview,Evan,Austin,evan-austin,19820920,,,0,0,,Right-Handed,Unknown Backhand,USA,,
a385,https://www.atptour.com/en/players/mario-ancic/a385/overview,Mario,Ancic,mario-ancic,19840330,"Split, Croatia",2001,82,196,"Monte Carlo, Monaco",Right-Handed,Two-Handed Backhand,CRO,800213553,https://media.itfdataservices.com/player/dc/en/800213553
a388,https://www.atptour.com/en/players/gian-luigi-angelini/a388/overview,Gian Luigi,Angelini,gian-luigi-angelini,,,,0,0,,Right-Handed,Unknown Backhand,ITA,,
a389,https://www.atptour.com/en/players/jose-acasuso/a389/overview,Jose,Acasuso,jose-acasuso,19821020,"Posadas-Misiones, Argentina",1999,86,191,"Buenos Aires, Argentina",Right-Handed,One-Handed Backhand,ARG,800210340,https://media.itfdataservices.com/player/dc/en/800210340
a391,https://www.atptour.com/en/players/maximilian-abel/a391/overview,Maximilian,Abel,maximilian-abel,19820228,"Frankfurt, Germany",0,76,0,"Frankfurt, Germany",Right-Handed,Unknown Backhand,GER,,
a392,https://www.atptour.com/en/players/artemon-apostu-efremov/a392/overview,Artemon,Apostu-Efremov,artemon-apostu-efremov,19790619,,0,0,0,,Right-Handed,Unknown Backhand,ROU,,
a397,https://www.atptour.com/en/players/ytai-abougzir/a397/overview,Ytai,Abougzir,ytai-abougzir,19830222,,,60,0,,Right-Handed,,USA,,
a398,https://www.atptour.com/en/players/courage-anyidoho/a398/overview,Courage,Anyidoho,courage-anyidoho,19800623,,,0,0,,,,GHA,800196153,https://media.itfdataservices.com/player/dc/en/800196153
a401,https://www.atptour.com/en/players/luis-avila/a401/overview,Luis,Avila,luis-avila,,,,,,,,,,,
a402,https://www.atptour.com/en/players/haluk-akkoyun/a402/overview,Haluk,Akkoyun,haluk-akkoyun,19810425,,,0,0,,Right-Handed,,TUR,800203517,https://media.itfdataservices.com/player/dc/en/800203517
a404,https://www.atptour.com/en/players/johannes-ager/a404/overview,Johannes,Ager,johannes-ager,19840310,"Brixlegg, Austria",2003,80,196,"Kramsach, Austria",Right-Handed,Unknown Backhand,AUT,,
a410,https://www.atptour.com/en/players/thiago-alves/a410/overview,Thiago,Alves,thiago-alves,19820522,"Sao Jose do Rio Preto, Brazil",2000,75,178,"Sao Jose do Rio Preto, Brazil",Right-Handed,Two-Handed Backhand,BRA,800214301,https://media.itfdataservices.com/player/dc/en/800214301
a412,https://www.atptour.com/en/players/andrea-agazzi/a412/overview,Andrea,Agazzi,andrea-agazzi,19820723,Rovato (Brescia),0,0,0,,,,ITA,,
a418,https://www.atptour.com/en/players/fredrik-aarum/a418/overview,Fredrik,Aarum,fredrik-aarum,19830306,,,0,0,,,,NOR,800214831,https://media.itfdataservices.com/player/dc/en/800214831
a420,https://www.atptour.com/en/players/alessandro-accardo/a420/overview,Alessandro,Accardo,alessandro-accardo,19830430,,,0,0,,Left-Handed,,ITA,,
a426,https://www.atptour.com/en/players/motaz-abou-el-khair/a426/overview,Motaz,Abou El Khair,motaz-abou-el-khair,19830920,,,0,0,,,,EGY,,
a429,https://www.atptour.com/en/players/simone-appio/a429/overview,Simone,Appio,simone-appio,19800608,,,0,0,,Right-Handed,Unknown Backhand,ITA,,
a438,https://www.atptour.com/en/players/andrew-anderson/a438/overview,Andrew,Anderson,andrew-anderson,19830408,"Johannesburg, South Africa",2002,79,193,"Johannesburg, South Africa",Right-Handed,Unknown Backhand,RSA,,
a440,https://www.atptour.com/en/players/xavier-audouy/a440/overview,Xavier,Audouy,xavier-audouy,19750425,,,0,0,,,,FRA,,
a447,https://www.atptour.com/en/players/mubarak-al-tobuishi/a447/overview,Mubarak,Al-Tobuishi,,19820913,,,,,,,,QAT,800209343,https://media.itfdataservices.com/player/dc/en/800209343
a457,https://www.atptour.com/en/players/jorge-aguilar/a457/overview,Jorge,Aguilar,jorge-aguilar,19850108,"Santiago, Chile",,68,178,"Santiago, Chile",Right-Handed,Two-Handed Backhand,CHI,800221714,https://media.itfdataservices.com/player/dc/en/800221714
a467,https://www.atptour.com/en/players/mariano-albert-ferrando/a467/overview,Mariano,Albert-Ferrando,mariano-albert-ferrando,19820426,,0,0,0,,Right-Handed,,ESP,,
a470,https://www.atptour.com/en/players/rodrigo-abucham/a470/overview,Rodrigo,Abucham,rodrigo-abucham,19800714,,,0,0,,,,BRA,,
a473,https://www.atptour.com/en/players/andrew-adler/a473/overview,Andrew,Adler,andrew-adler,19670412,,,0,173,,,,USA,,
a476,https://www.atptour.com/en/players/marcos-felipe-arend/a476/overview,Marcos Felipe,Arend,marcos-felipe-arend,19850518,,,0,0,,Right-Handed,,BRA,,
a478,https://www.atptour.com/en/players/jae-sung-an/a478/overview,Jae-Sung,An,jae-sung-an,19850528,,0,0,0,,Right-Handed,Unknown Backhand,KOR,800225371,https://media.itfdataservices.com/player/dc/en/800225371
a479,https://www.atptour.com/en/players/nicolas-almagro/a479/overview,Nicolas,Almagro,nicolas-almagro,19850821,"Murcia, Spain",2003,86,183,"Murcia, Spain",Right-Handed,One-Handed Backhand,ESP,800220178,https://media.itfdataservices.com/player/dc/en/800220178
a487,https://www.atptour.com/en/players/prakash-amritraj/a487/overview,Prakash,Amritraj,prakash-amritraj,19831002,"Los Angeles, CA, USA",2003,75,188,"Encino, CA, USA",Right-Handed,Unknown Backhand,IND,800215563,https://media.itfdataservices.com/player/dc/en/800215563
a492,https://www.atptour.com/en/players/husain-al-ashwak/a492/overview,Husain,Al-Ashwak,husain-al-ashwak,,,,0,0,,,,KUW,800184745,https://media.itfdataservices.com/player/dc/en/800184745
a494,https://www.atptour.com/en/players/karim-alayli/a494/overview,Karim,Alayli,karim-alayli,19830324,,0,0,0,,Right-Handed,,LBN,800208771,https://media.itfdataservices.com/player/dc/en/800208771
a495,https://www.atptour.com/en/players/jao-ayoub/a495/overview,Jao,Ayoub,jao-ayoub,19830525,,,,,,,,LBN,800215937,https://media.itfdataservices.com/player/dc/en/800215937
a496,https://www.atptour.com/en/players/adel-al-shatti/a496/overview,Adel,Al-Shatti,adel-al-shatti,19760817,,,0,0,,,,KUW,800190758,https://media.itfdataservices.com/player/dc/en/800190758
a497,https://www.atptour.com/en/players/yazan-al-kasim/a497/overview,Yazan,Al Kasim,yazan-al-kasim,19840814,,,0,0,,,,SYR,800208680,https://media.itfdataservices.com/player/dc/en/800208680
a499,https://www.atptour.com/en/players/omar--alawadhi/a499/overview,Omar,Alawadhi,omar--alawadhi,19820116,"Dubai, United Arab Emirates",,,,,Right-Handed,Two-Handed Backhand,UAE,800200368,https://media.itfdataservices.com/player/dc/en/800200368
a502,https://www.atptour.com/en/players/juan-martin-aranguren/a502/overview,Juan-Martin,Aranguren,juan-martin-aranguren,19831007,,0,0,0,,Right-Handed,Unknown Backhand,ARG,,
a503,https://www.atptour.com/en/players/musaad-al-jazzaf/a503/overview,Musaad,Al Jazzaf,musaad-al-jazzaf,19840420,,0,0,0,,,,KUW,800209407,https://media.itfdataservices.com/player/dc/en/800209407
a507,https://www.atptour.com/en/players/sid-ali-akkal/a507/overview,Sid-Ali,Akkal,sid-ali-akkal,19740502,,,0,0,,,,ALG,800211405,https://media.itfdataservices.com/player/dc/en/800211405
a511,https://www.atptour.com/en/players/igor-andreev/a511/overview,Igor,Andreev,igor-andreev,19830714,"Moscow, Russia",2002,80,185,"Moscow, Russia",Right-Handed,Two-Handed Backhand,RUS,800211868,https://media.itfdataservices.com/player/dc/en/800211868
a516,https://www.atptour.com/en/players/pietro-ansaldo/a516/overview,Pietro,Ansaldo,pietro-ansaldo,19840228,,,0,0,,Right-Handed,,ITA,,
a517,https://www.atptour.com/en/players/marc-auradou/a517/overview,Marc,Auradou,marc-auradou,19840709,,0,0,0,,Right-Handed,,FRA,,
a518,https://www.atptour.com/en/players/gunter-austerhuber/a518/overview,Gunter,Austerhuber,gunter-austerhuber,19840101,,,0,0,,,,AUT,,
a531,https://www.atptour.com/en/players/hamed-al-solaiteen/a531/overview,Hamed,Al Solaiteen,hamed-al-solaiteen,19820705,,,0,0,,,,KUW,800213497,https://media.itfdataservices.com/player/dc/en/800213497
a536,https://www.atptour.com/en/players/stephen-amritraj/a536/overview,Stephen,Amritraj,stephen-amritraj,19840328,,0,0,0,,Right-Handed,Unknown Backhand,IND,,
a539,https://www.atptour.com/en/players/martin-alund/a539/overview,Martin,Alund,martin-alund,19851226,"Mendoza, Argentina",,80,183,"Mendoza, Argentina",Right-Handed,One-Handed Backhand,ARG,,
a563,https://www.atptour.com/en/players/haythem-abid/a563/overview,Haythem,Abid,haythem-abid,19850717,,0,0,0,,Left-Handed,Two-Handed Backhand,TUN,800217154,https://media.itfdataservices.com/player/dc/en/800217154
a564,https://www.atptour.com/en/players/hugo-anao/a564/overview,Hugo,Anao,hugo-anao,,,0,0,0,,,,POR,,
a584,https://www.atptour.com/en/players/theodoros-angelinos/a584/overview,Theodoros,Angelinos,theodoros-angelinos,19840529,,0,0,0,,,,GRE,800215414,https://media.itfdataservices.com/player/dc/en/800215414
a585,https://www.atptour.com/en/players/henry-adjei-darko/a585/overview,Henry,Adjei-Darko,henry-adjei-darko,19830228,,,0,0,,,,GHA,800214655,https://media.itfdataservices.com/player/dc/en/800214655
a588,https://www.atptour.com/en/players/vasco-antunes/a588/overview,Vasco,Antunes,vasco-antunes,,,,0,0,,Left-Handed,,POR,,
a591,https://www.atptour.com/en/players/alexandru-andronachi/a591/overview,Alexandru,Andronachi,alexandru-andronachi,19830528,,,0,0,,,,MDA,800223380,https://media.itfdataservices.com/player/dc/en/800223380
a592,https://www.atptour.com/en/players/akwasi-ahenkora/a592/overview,Akwasi,Ahenkora,akwasi-ahenkora,19820405,,,0,0,,,,GHA,800214789,https://media.itfdataservices.com/player/dc/en/800214789
a594,https://www.atptour.com/en/players/roger-anderson/a594/overview,Roger,Anderson,roger-anderson,19810326,,,0,0,,,,RSA,,
a596,https://www.atptour.com/en/players/pablo-andujar/a596/overview,Pablo,Andujar,pablo-andujar,19860123,"Cuenca, Spain",2003,80,180,"Valencia, Spain",Right-Handed,Two-Handed Backhand,ESP,800235698,https://media.itfdataservices.com/player/dc/en/800235698
a608,https://www.atptour.com/en/players/alexander-aksyonov/a608/overview,Alexander,Aksyonov,alexander-aksyonov,,,,0,0,,,,UKR,,
a609,https://www.atptour.com/en/players/khalid-al-nabhani/a609/overview,Khalid,Al Nabhani,khalid-al-nabhani,19820902,,0,0,0,,Right-Handed,,OMA,800203351,https://media.itfdataservices.com/player/dc/en/800203351
a610,https://www.atptour.com/en/players/carlos-alvarez/a610/overview,Carlos,Alvarez,carlos-alvarez,19861226,,,0,0,,Right-Handed,,BOL,800242534,https://media.itfdataservices.com/player/dc/en/800242534
a611,https://www.atptour.com/en/players/jamil-al-agba/a611/overview,Jamil,Al-Agba,jamil-al-agba,,,,0,0,,,,USA,,
a618,https://www.atptour.com/en/players/mohammed-abdulla/a618/overview,Mohammed,Abdulla,mohammed-abdulla,19850523,,0,0,0,,,,QAT,800214174,https://media.itfdataservices.com/player/dc/en/800214174
a620,https://www.atptour.com/en/players/rafael-arevalo/a620/overview,Rafael,Arevalo,rafael-arevalo,19860704,,0,0,0,,Right-Handed,Unknown Backhand,ESA,800220535,https://media.itfdataservices.com/player/dc/en/800220535
a621,https://www.atptour.com/en/players/joel-allen/a621/overview,Joel,Allen,joel-allen,19811109,,,0,0,,Right-Handed,,HAI,800203140,https://media.itfdataservices.com/player/dc/en/800203140
a622,https://www.atptour.com/en/players/andrea-arnaboldi/a622/overview,Andrea,Arnaboldi,andrea-arnaboldi,19871227,"Milan, Italy",2006,72,180,"Cantu, Italy",Left-Handed,One-Handed Backhand,ITA,,
a623,https://www.atptour.com/en/players/aziz-avganov/a623/overview,Aziz,Avganov,aziz-avganov,19830826,,,0,0,,,,TJK,800216724,https://media.itfdataservices.com/player/dc/en/800216724
a629,https://www.atptour.com/en/players/arsen-asanov/a629/overview,Arsen,Asanov,arsen-asanov,19860909,,,0,0,,,,UZB,,
a630,https://www.atptour.com/en/players/ali-el-alaoui/a630/overview,Ali,El Alaoui,ali-el-alaoui,19860221,,,,,,Right-Handed,,MAR,,
a631,https://www.atptour.com/en/players/vagen-akapian/a631/overview,Vagen,Akapian,vagen-akapian,,,,0,0,,,,BLR,,
a633,https://www.atptour.com/en/players/victor-mugurel-anagnastopol/a633/overview,Victor-Mugurel,Anagnastopol,victor-mugurel-anagnastopol,19860323,,0,0,0,,Right-Handed,,ROU,,
a634,https://www.atptour.com/en/players/andrea-alviano/a634/overview,Andrea,Alviano,andrea-alviano,19860327,,,0,0,,Right-Handed,,ITA,,
a636,https://www.atptour.com/en/players/shaul-aloni/a636/overview,Shaul,Aloni,shaul-aloni,,,,0,0,,,,USA,,
a637,https://www.atptour.com/en/players/alexandre-aragon/a637/overview,Alexandre,Aragon,alexandre-aragon,19830504,,,0,0,,,,BRA,,
a643,https://www.atptour.com/en/players/andres-arango/a643/overview,Andres,Arango,andres-arango,19871116,,,0,0,,Left-Handed,,ECU,,
a646,https://www.atptour.com/en/players/pedro-alves/a646/overview,Pedro,Alves,pedro-alves,,,,0,0,,,,BRA,,
a653,https://www.atptour.com/en/players/mohammed-al-nabhani/a653/overview,Mohammed,Al Nabhani,mohammed-al-nabhani,19850901,,0,0,0,,Right-Handed,Two-Handed Backhand,OMA,800213420,https://media.itfdataservices.com/player/dc/en/800213420
a656,https://www.atptour.com/en/players/guillermo-alcaide/a656/overview,Guillermo,Alcaide,guillermo-alcaide,19860527,"Madrid, Spain",0,77,188,"Sanxenxo, Spain",Right-Handed,Two-Handed Backhand,ESP,,
a663,https://www.atptour.com/en/players/aleksandr-agafonov/a663/overview,Aleksandr,Agafonov,aleksandr-agafonov,19860223,,0,0,0,,,,UKR,,
a664,https://www.atptour.com/en/players/marcos-alvarez-garrido/a664/overview,Marcos,Alvarez-Garrido,marcos-alvarez-garrido,19880211,,,0,0,,,,ESP,,
a666,https://www.atptour.com/en/players/vahe-assadourian/a666/overview,Vahe,Assadourian,vahe-assadourian,19851020,,,0,0,,Right-Handed,,USA,,
a668,https://www.atptour.com/en/players/saeid-ahmadvand/a668/overview,Saeid,Ahmadvand,saeid-ahmadvand,19760321,,,0,0,,Left-Handed,Two-Handed Backhand,IRI,800677537,https://media.itfdataservices.com/player/dc/en/800677537
a674,https://www.atptour.com/en/players/juan-pablo-amado/a674/overview,Juan-Pablo,Amado,juan-pablo-amado,19860402,"Mar Del Plata, Argentina",0,0,0,"Buenos Aires, Argentina",Right-Handed,Unknown Backhand,ARG,,
a677,https://www.atptour.com/en/players/evan-angelopoulos/a677/overview,Evan,Angelopoulos,evan-angelopoulos,,,,0,0,,Right-Handed,,AUS,,
a678,https://www.atptour.com/en/players/kevin-anderson/a678/overview,Kevin,Anderson,kevin-anderson,19860518,"Johannesburg, South Africa",2007,94,203,"Gulf Stream, FL, USA",Right-Handed,Two-Handed Backhand,RSA,800236845,https://media.itfdataservices.com/player/dc/en/800236845
a679,https://www.atptour.com/en/players/ivan-anikanov/a679/overview,Ivan,Anikanov,ivan-anikanov,19880315,,0,0,0,,Right-Handed,,UKR,,
a688,https://www.atptour.com/en/players/leonel-alberti/a688/overview,Leonel,Alberti,leonel-alberti,19860921,,,0,0,,Right-Handed,,ARG,,
a701,https://www.atptour.com/en/players/benjamin-althaus/a701/overview,Benjamin,Althaus,benjamin-althaus,,,,0,0,,,,GER,,
a703,https://www.atptour.com/en/players/adnan-al-mahmoud/a703/overview,Adnan,Al Mahmoud,adnan-al-mahmoud,19880606,,0,0,0,Romania,Right-Handed,Two-Handed Backhand,ROU,,
a704,https://www.atptour.com/en/players/gleb-alekseenko/a704/overview,Gleb,Alekseenko,gleb-alekseenko,19830519,"Izmail, Ukraine",0,85,191,Ukraine,Right-Handed,Unknown Backhand,UKR,,
a705,https://www.atptour.com/en/players/mohammed-affes/a705/overview,Mohammed,Affes,mohammed-affes,19840101,,,0,0,,Right-Handed,,TUN,,
a706,https://www.atptour.com/en/players/syrym-abdukhalikov/a706/overview,Syrym,Abdukhalikov,syrym-abdukhalikov,19870807,,0,0,0,Kazakhstan,Right-Handed,,KAZ,800221060,https://media.itfdataservices.com/player/dc/en/800221060
a707,https://www.atptour.com/en/players/bruno-agostinelli/a707/overview,Bruno,Agostinelli,bruno-agostinelli,19870401,,0,0,0,Canada,Right-Handed,,CAN,800232830,https://media.itfdataservices.com/player/dc/en/800232830
a708,https://www.atptour.com/en/players/andrea-aloisi/a708/overview,Andrea,Aloisi,andrea-aloisi,19880927,,,0,0,,,,ITA,,
a709,https://www.atptour.com/en/players/armen-avetisyan/a709/overview,Armen,Avetisyan,armen-avetisyan,,,,0,0,,,,RUS,,
